datetime,open,high,low,close,volume
2025-08-01 16:00:00,1.15544,1.15648,1.15381,1.15394,0
2025-08-01 17:00:00,1.15395,1.15395,1.15167,1.15267,0
2025-08-01 18:00:00,1.15268,1.15479,1.15218,1.15259,0
2025-08-01 19:00:00,1.15259,1.15823,1.15239,1.15683,0
2025-08-01 20:00:00,1.15693,1.1597,1.15693,1.1596,0
2025-08-04 00:00:00,1.15878,1.1589,1.15561,1.1558,0
2025-08-04 01:00:00,1.1558,1.15723,1.15506,1.15714,0
2025-08-04 02:00:00,1.15714,1.15782,1.15677,1.15761,0
2025-08-04 03:00:00,1.15759,1.1586,1.15759,1.15792,0
2025-08-04 04:00:00,1.15792,1.15855,1.15745,1.15746,0
2025-08-04 05:00:00,1.15746,1.15822,1.15673,1.15702,0
2025-08-04 06:00:00,1.15703,1.15834,1.15637,1.15713,0
2025-08-04 07:00:00,1.15713,1.15785,1.1551,1.15639,0
2025-08-04 08:00:00,1.15638,1.15653,1.155,1.15577,0
2025-08-04 09:00:00,1.15582,1.15773,1.15557,1.15643,0
2025-08-04 10:00:00,1.15644,1.15773,1.15552,1.15738,0
2025-08-04 11:00:00,1.15739,1.15861,1.15649,1.15669,0
2025-08-04 12:00:00,1.15669,1.1588,1.15608,1.15753,0
2025-08-04 13:00:00,1.15753,1.15881,1.15731,1.15754,0
2025-08-04 14:00:00,1.15754,1.15872,1.15572,1.15641,0
2025-08-04 15:00:00,1.15641,1.15766,1.15613,1.15671,0
2025-08-04 16:00:00,1.15671,1.15753,1.15571,1.15723,0
2025-08-04 17:00:00,1.15722,1.15741,1.15644,1.1573,0
2025-08-04 18:00:00,1.15731,1.15776,1.15642,1.15654,0
2025-08-04 19:00:00,1.15654,1.15727,1.15631,1.15684,0
2025-08-04 20:00:00,1.15682,1.15762,1.15656,1.15716,0
2025-08-04 21:00:00,1.15711,1.15717,1.15676,1.1569,0
2025-08-04 22:00:00,1.1569,1.15813,1.15688,1.15792,0
2025-08-04 23:00:00,1.15792,1.15855,1.15779,1.1584,0
2025-08-05 00:00:00,1.1584,1.15878,1.15709,1.1572,0
2025-08-05 01:00:00,1.1572,1.15739,1.15597,1.1564,0
2025-08-05 02:00:00,1.15639,1.15644,1.1556,1.15605,0
2025-08-05 03:00:00,1.15604,1.15615,1.15544,1.15555,0
2025-08-05 04:00:00,1.15555,1.15603,1.15543,1.15583,0
2025-08-05 05:00:00,1.15584,1.15584,1.15449,1.15482,0
2025-08-05 06:00:00,1.15482,1.15613,1.15428,1.15511,0
2025-08-05 07:00:00,1.15511,1.15624,1.15337,1.15464,0
2025-08-05 08:00:00,1.15463,1.15491,1.15315,1.15367,0
2025-08-05 09:00:00,1.15367,1.15465,1.15301,1.15423,0
2025-08-05 10:00:00,1.15423,1.15458,1.15344,1.15444,0
2025-08-05 11:00:00,1.15445,1.1548,1.15279,1.15395,0
2025-08-05 12:00:00,1.15396,1.15485,1.15304,1.15377,0
2025-08-05 13:00:00,1.15373,1.15544,1.15325,1.15359,0
2025-08-05 14:00:00,1.15375,1.15663,1.1534,1.15654,0
2025-08-05 15:00:00,1.15653,1.15844,1.15629,1.15796,0
2025-08-05 16:00:00,1.15796,1.15861,1.15773,1.15829,0
2025-08-05 17:00:00,1.15829,1.15831,1.15756,1.15783,0
2025-08-05 18:00:00,1.15783,1.15797,1.15706,1.15736,0
2025-08-05 19:00:00,1.15736,1.1575,1.15665,1.15728,0
2025-08-05 20:00:00,1.15728,1.15775,1.15718,1.15754,0
2025-08-05 21:00:00,1.15754,1.15764,1.15731,1.15747,0
2025-08-05 22:00:00,1.15747,1.15778,1.15711,1.15762,0
2025-08-05 23:00:00,1.15762,1.15813,1.15732,1.15785,0
2025-08-06 00:00:00,1.15786,1.15851,1.1573,1.15741,0
2025-08-06 01:00:00,1.15739,1.15739,1.15649,1.15672,0
2025-08-06 02:00:00,1.15671,1.1572,1.15645,1.15694,0
2025-08-06 03:00:00,1.15693,1.15819,1.15693,1.15802,0
2025-08-06 04:00:00,1.15802,1.1586,1.15779,1.15829,0
2025-08-06 05:00:00,1.1583,1.15835,1.15745,1.15788,0
2025-08-06 06:00:00,1.15788,1.15881,1.15771,1.15789,0
2025-08-06 07:00:00,1.15787,1.15821,1.15715,1.15811,0
2025-08-06 08:00:00,1.15811,1.15836,1.15706,1.15749,0
2025-08-06 09:00:00,1.15751,1.1588,1.15744,1.15852,0
2025-08-06 10:00:00,1.15851,1.16104,1.15843,1.16074,0
2025-08-06 11:00:00,1.16072,1.16151,1.15978,1.16043,0
2025-08-06 12:00:00,1.16042,1.16286,1.16007,1.16233,0
2025-08-06 13:00:00,1.16237,1.16359,1.16175,1.16359,0
2025-08-06 14:00:00,1.16359,1.16375,1.16225,1.16276,0
2025-08-06 15:00:00,1.16275,1.1647,1.16231,1.16465,0
2025-08-06 16:00:00,1.16465,1.16485,1.16308,1.16346,0
2025-08-06 17:00:00,1.16346,1.1655,1.16338,1.1649,0
2025-08-06 18:00:00,1.1649,1.16686,1.16482,1.16625,0
2025-08-06 19:00:00,1.16625,1.1664,1.16528,1.16562,0
2025-08-06 20:00:00,1.16566,1.16604,1.16504,1.166,0
2025-08-06 21:00:00,1.16598,1.16598,1.16547,1.16574,0
2025-08-06 22:00:00,1.16575,1.1666,1.16575,1.16638,0
2025-08-06 23:00:00,1.16638,1.16639,1.16595,1.16632,0
2025-08-07 00:00:00,1.16633,1.16639,1.16511,1.16526,0
2025-08-07 01:00:00,1.16526,1.16629,1.16496,1.16578,0
2025-08-07 02:00:00,1.16578,1.16652,1.16563,1.16575,0
2025-08-07 03:00:00,1.16575,1.16654,1.16534,1.16647,0
2025-08-07 04:00:00,1.16647,1.16765,1.16632,1.16713,0
2025-08-07 05:00:00,1.16713,1.16764,1.16686,1.16752,0
2025-08-07 06:00:00,1.16753,1.16797,1.16682,1.16762,0
2025-08-07 07:00:00,1.1676,1.16913,1.16734,1.16897,0
2025-08-07 08:00:00,1.16897,1.16989,1.16758,1.16827,0
2025-08-07 09:00:00,1.16827,1.16847,1.16706,1.16707,0
2025-08-07 10:00:00,1.16707,1.16718,1.16617,1.16703,0
2025-08-07 11:00:00,1.16704,1.16762,1.16343,1.16446,0
2025-08-07 12:00:00,1.16447,1.16624,1.16377,1.16511,0
2025-08-07 13:00:00,1.16512,1.16586,1.1638,1.16428,0
2025-08-07 14:00:00,1.16429,1.16495,1.16142,1.16244,0
2025-08-07 15:00:00,1.16244,1.1642,1.16112,1.16402,0
2025-08-07 16:00:00,1.16401,1.16445,1.16353,1.16383,0
2025-08-07 17:00:00,1.16382,1.16397,1.16322,1.16332,0
2025-08-07 18:00:00,1.16332,1.16372,1.16215,1.1622,0
2025-08-07 19:00:00,1.1622,1.16567,1.16194,1.16542,0
2025-08-07 20:00:00,1.16545,1.16714,1.16545,1.16661,0
2025-08-07 21:00:00,1.16656,1.16705,1.16614,1.1666,0
2025-08-07 22:00:00,1.1666,1.16747,1.16648,1.16727,0
2025-08-07 23:00:00,1.16727,1.16783,1.16703,1.16769,0
2025-08-08 00:00:00,1.16769,1.16793,1.16675,1.16728,0
2025-08-08 01:00:00,1.16728,1.16739,1.16553,1.16577,0
2025-08-08 02:00:00,1.16575,1.16651,1.16575,1.16609,0
2025-08-08 03:00:00,1.16608,1.16612,1.16551,1.16599,0
2025-08-08 04:00:00,1.16599,1.16635,1.16578,1.16585,0
2025-08-08 05:00:00,1.16584,1.166,1.16392,1.16411,0
2025-08-08 06:00:00,1.1641,1.16528,1.1641,1.16502,0
2025-08-08 07:00:00,1.16502,1.16646,1.16489,1.16592,0
2025-08-08 08:00:00,1.16593,1.16627,1.16348,1.1637,0
2025-08-08 09:00:00,1.16373,1.1644,1.16299,1.16416,0
2025-08-08 10:00:00,1.16416,1.16476,1.16291,1.16356,0
2025-08-08 11:00:00,1.16357,1.16492,1.16352,1.16439,0
2025-08-08 12:00:00,1.16438,1.16535,1.16378,1.16418,0
2025-08-08 13:00:00,1.16418,1.16551,1.16415,1.1649,0
2025-08-08 14:00:00,1.16488,1.16629,1.16471,1.16562,0
2025-08-08 15:00:00,1.16561,1.16678,1.16544,1.16598,0
2025-08-08 16:00:00,1.16598,1.16629,1.16497,1.16564,0
2025-08-08 17:00:00,1.16564,1.16667,1.16537,1.16602,0
2025-08-08 18:00:00,1.16587,1.16628,1.16479,1.16558,0
2025-08-08 19:00:00,1.1656,1.16562,1.16367,1.16424,0
2025-08-08 20:00:00,1.16426,1.16436,1.16385,1.16413,0
2025-08-11 00:00:00,1.16476,1.16486,1.16421,1.16474,0
2025-08-11 01:00:00,1.16475,1.16589,1.16457,1.16589,0
2025-08-11 02:00:00,1.1659,1.16685,1.1659,1.16661,0
2025-08-11 03:00:00,1.16661,1.16755,1.1665,1.16713,0
2025-08-11 04:00:00,1.16713,1.16756,1.16711,1.16722,0
2025-08-11 05:00:00,1.16721,1.16726,1.16676,1.16692,0
2025-08-11 06:00:00,1.16693,1.16738,1.16632,1.1664,0
2025-08-11 07:00:00,1.16643,1.16659,1.16462,1.16471,0
2025-08-11 08:00:00,1.16472,1.16603,1.16441,1.16555,0
2025-08-11 09:00:00,1.16554,1.16582,1.16387,1.16414,0
2025-08-11 10:00:00,1.16414,1.16479,1.16407,1.16471,0
2025-08-11 11:00:00,1.1647,1.16471,1.16233,1.16285,0
2025-08-11 12:00:00,1.16288,1.16311,1.16143,1.16202,0
2025-08-11 13:00:00,1.16203,1.16277,1.16161,1.1619,0
2025-08-11 14:00:00,1.16196,1.16204,1.15905,1.15959,0
2025-08-11 15:00:00,1.15959,1.1607,1.15901,1.16066,0
2025-08-11 16:00:00,1.16066,1.16119,1.1602,1.16076,0
2025-08-11 17:00:00,1.16075,1.16124,1.15987,1.16109,0
2025-08-11 18:00:00,1.1611,1.16143,1.16072,1.16125,0
2025-08-11 19:00:00,1.16124,1.16128,1.16022,1.1605,0
2025-08-11 20:00:00,1.16051,1.16196,1.16045,1.16156,0
2025-08-11 21:00:00,1.16155,1.1617,1.16105,1.16163,0
2025-08-11 22:00:00,1.16162,1.16188,1.16105,1.1613,0
2025-08-11 23:00:00,1.1613,1.16178,1.16129,1.16166,0
2025-08-12 00:00:00,1.16165,1.16197,1.16119,1.16153,0
2025-08-12 01:00:00,1.16153,1.16254,1.16145,1.16192,0
2025-08-12 02:00:00,1.16193,1.16254,1.16177,1.16229,0
2025-08-12 03:00:00,1.16229,1.16243,1.16186,1.16208,0
2025-08-12 04:00:00,1.16208,1.16279,1.16158,1.16277,0
2025-08-12 05:00:00,1.16277,1.16291,1.16133,1.16139,0
2025-08-12 06:00:00,1.16139,1.16185,1.16082,1.16088,0
2025-08-12 07:00:00,1.16092,1.16239,1.16082,1.16204,0
2025-08-12 08:00:00,1.16204,1.16222,1.16119,1.1615,0
2025-08-12 09:00:00,1.1615,1.16185,1.16006,1.16068,0
2025-08-12 10:00:00,1.16068,1.1613,1.16059,1.16105,0
2025-08-12 11:00:00,1.16103,1.16112,1.15988,1.1605,0
2025-08-12 12:00:00,1.16052,1.16556,1.16014,1.16429,0
2025-08-12 13:00:00,1.16424,1.16673,1.16178,1.16523,0
2025-08-12 14:00:00,1.16524,1.16628,1.1642,1.1658,0
2025-08-12 15:00:00,1.16581,1.16972,1.16562,1.16722,0
2025-08-12 16:00:00,1.16722,1.1686,1.16657,1.16799,0
2025-08-12 17:00:00,1.16798,1.16806,1.16715,1.16733,0
2025-08-12 18:00:00,1.16733,1.16787,1.16647,1.16688,0
2025-08-12 19:00:00,1.16689,1.16757,1.16647,1.16749,0
2025-08-12 20:00:00,1.16748,1.1677,1.16721,1.16749,0
2025-08-12 21:00:00,1.16748,1.16777,1.16693,1.16746,0
2025-08-12 22:00:00,1.16746,1.16776,1.16742,1.16767,0
2025-08-12 23:00:00,1.16767,1.16793,1.16754,1.16777,0
2025-08-13 00:00:00,1.16777,1.16809,1.1671,1.16799,0
2025-08-13 01:00:00,1.168,1.16864,1.16762,1.16772,0
2025-08-13 02:00:00,1.16772,1.16859,1.16707,1.16819,0
2025-08-13 03:00:00,1.16819,1.16877,1.16797,1.16839,0
2025-08-13 04:00:00,1.16839,1.16861,1.16817,1.16842,0
2025-08-13 05:00:00,1.16842,1.16853,1.16766,1.1679,0
2025-08-13 06:00:00,1.16792,1.16971,1.16791,1.16923,0
2025-08-13 07:00:00,1.16923,1.17128,1.16921,1.17085,0
2025-08-13 08:00:00,1.17084,1.17205,1.17072,1.17142,0
2025-08-13 09:00:00,1.17142,1.17301,1.17142,1.17293,0
2025-08-13 10:00:00,1.17293,1.17301,1.17164,1.17166,0
2025-08-13 11:00:00,1.17165,1.17191,1.17081,1.17191,0
2025-08-13 12:00:00,1.17191,1.17217,1.16975,1.16991,0
2025-08-13 13:00:00,1.1699,1.1707,1.16934,1.17051,0
2025-08-13 14:00:00,1.17048,1.17236,1.17028,1.17201,0
2025-08-13 15:00:00,1.17201,1.17227,1.17085,1.17138,0
2025-08-13 16:00:00,1.17138,1.17149,1.17067,1.17069,0
2025-08-13 17:00:00,1.17069,1.17109,1.17029,1.17041,0
2025-08-13 18:00:00,1.17042,1.17045,1.1696,1.17005,0
2025-08-13 19:00:00,1.17005,1.1704,1.16975,1.16995,0
2025-08-13 20:00:00,1.16996,1.17071,1.16994,1.17052,0
2025-08-13 21:00:00,1.17054,1.17084,1.17023,1.17056,0
2025-08-13 22:00:00,1.17056,1.17081,1.1705,1.17081,0
2025-08-13 23:00:00,1.17081,1.17126,1.17076,1.17124,0
2025-08-14 00:00:00,1.17124,1.17149,1.17094,1.17114,0
2025-08-14 01:00:00,1.17113,1.17151,1.17092,1.17129,0
2025-08-14 02:00:00,1.17129,1.17129,1.16991,1.1705,0
2025-08-14 03:00:00,1.1705,1.17052,1.16997,1.17036,0
2025-08-14 04:00:00,1.17036,1.17067,1.17017,1.17039,0
2025-08-14 05:00:00,1.17039,1.17039,1.16972,1.17015,0
2025-08-14 06:00:00,1.17014,1.17066,1.16851,1.16852,0
2025-08-14 07:00:00,1.16851,1.16929,1.16781,1.16799,0
2025-08-14 08:00:00,1.16799,1.16853,1.1668,1.16685,0
2025-08-14 09:00:00,1.16685,1.1687,1.16685,1.16823,0
2025-08-14 10:00:00,1.16819,1.16974,1.16815,1.16954,0
2025-08-14 11:00:00,1.16955,1.16965,1.16829,1.16878,0
2025-08-14 12:00:00,1.16878,1.16925,1.16498,1.16638,0
2025-08-14 13:00:00,1.16638,1.16714,1.16493,1.16502,0
2025-08-14 14:00:00,1.16501,1.16664,1.1638,1.16609,0
2025-08-14 15:00:00,1.16609,1.16621,1.16377,1.16432,0
2025-08-14 16:00:00,1.16431,1.16454,1.16311,1.16344,0
2025-08-14 17:00:00,1.16345,1.16438,1.16314,1.1637,0
2025-08-14 18:00:00,1.16369,1.16424,1.16331,1.16415,0
2025-08-14 19:00:00,1.16415,1.16504,1.16415,1.16483,0
2025-08-14 20:00:00,1.16483,1.16504,1.16449,1.16477,0
2025-08-14 21:00:00,1.16477,1.16514,1.16477,1.16513,0
2025-08-14 22:00:00,1.16512,1.16531,1.16483,1.16501,0
2025-08-14 23:00:00,1.16501,1.1653,1.16463,1.16506,0
2025-08-15 00:00:00,1.16506,1.16533,1.16469,1.16522,0
2025-08-15 01:00:00,1.16522,1.1658,1.16484,1.1653,0
2025-08-15 02:00:00,1.1653,1.16579,1.16497,1.16569,0
2025-08-15 03:00:00,1.16569,1.16646,1.16569,1.16601,0
2025-08-15 04:00:00,1.16601,1.16636,1.16592,1.1663,0
2025-08-15 05:00:00,1.1663,1.16713,1.16614,1.1671,0
2025-08-15 06:00:00,1.1671,1.16748,1.16653,1.16719,0
2025-08-15 07:00:00,1.16718,1.16843,1.16718,1.16829,0
2025-08-15 08:00:00,1.16829,1.1685,1.16767,1.16823,0
2025-08-15 09:00:00,1.16823,1.16898,1.16804,1.16877,0
2025-08-15 10:00:00,1.16877,1.16914,1.16807,1.16862,0
2025-08-15 11:00:00,1.16859,1.16918,1.16817,1.16878,0
2025-08-15 12:00:00,1.16877,1.17,1.16736,1.16941,0
2025-08-15 13:00:00,1.16941,1.17076,1.1682,1.17036,0
2025-08-15 14:00:00,1.17036,1.17151,1.1701,1.17119,0
2025-08-15 15:00:00,1.17118,1.1715,1.17035,1.17068,0
2025-08-15 16:00:00,1.17069,1.17082,1.16998,1.17036,0
2025-08-15 17:00:00,1.17038,1.17058,1.16995,1.17044,0
2025-08-15 18:00:00,1.17044,1.17067,1.16988,1.17027,0
2025-08-15 19:00:00,1.17027,1.17036,1.17001,1.17009,0
2025-08-15 20:00:00,1.1701,1.17082,1.17007,1.17035,0
2025-08-18 00:00:00,1.17065,1.17106,1.17003,1.17017,0
2025-08-18 01:00:00,1.17017,1.17046,1.16937,1.17033,0
2025-08-18 02:00:00,1.17033,1.17054,1.16975,1.17014,0
2025-08-18 03:00:00,1.17014,1.17048,1.16999,1.17037,0
2025-08-18 04:00:00,1.17038,1.17104,1.17028,1.17085,0
2025-08-18 05:00:00,1.17085,1.1709,1.17014,1.17062,0
2025-08-18 06:00:00,1.17062,1.1708,1.16937,1.16965,0
2025-08-18 07:00:00,1.16966,1.17035,1.16805,1.16814,0
2025-08-18 08:00:00,1.16814,1.16876,1.16712,1.1682,0
2025-08-18 09:00:00,1.16819,1.16861,1.16732,1.16803,0
2025-08-18 10:00:00,1.16803,1.1683,1.16775,1.16809,0
2025-08-18 11:00:00,1.16809,1.16885,1.16719,1.1675,0
2025-08-18 12:00:00,1.1675,1.16791,1.16665,1.16765,0
2025-08-18 13:00:00,1.16765,1.16779,1.167,1.16778,0
2025-08-18 14:00:00,1.16779,1.16845,1.16606,1.16642,0
2025-08-18 15:00:00,1.16642,1.16747,1.16609,1.16673,0
2025-08-18 16:00:00,1.16673,1.16674,1.16561,1.16578,0
2025-08-18 17:00:00,1.1658,1.16667,1.16569,1.16629,0
2025-08-18 18:00:00,1.16629,1.16678,1.16587,1.16601,0
2025-08-18 19:00:00,1.16602,1.16705,1.16601,1.16673,0
2025-08-18 20:00:00,1.16673,1.16694,1.16603,1.16608,0
2025-08-18 21:00:00,1.16607,1.16683,1.16603,1.16616,0
2025-08-18 22:00:00,1.16617,1.16748,1.16609,1.16697,0
2025-08-18 23:00:00,1.16697,1.16697,1.16622,1.16681,0
2025-08-19 00:00:00,1.16681,1.16702,1.1656,1.16582,0
2025-08-19 01:00:00,1.16585,1.16624,1.16393,1.16499,0
2025-08-19 02:00:00,1.16495,1.1656,1.16472,1.16529,0
2025-08-19 03:00:00,1.16529,1.1659,1.16505,1.16551,0
2025-08-19 04:00:00,1.16551,1.16619,1.16536,1.16608,0
2025-08-19 05:00:00,1.16608,1.16658,1.16542,1.16553,0
2025-08-19 06:00:00,1.16554,1.16747,1.16512,1.16745,0
2025-08-19 07:00:00,1.16745,1.16843,1.16737,1.16838,0
2025-08-19 08:00:00,1.16838,1.16844,1.16717,1.16749,0
2025-08-19 09:00:00,1.1675,1.16823,1.16727,1.16803,0
2025-08-19 10:00:00,1.16803,1.16922,1.16792,1.16889,0
2025-08-19 11:00:00,1.16888,1.16929,1.16802,1.16856,0
2025-08-19 12:00:00,1.16856,1.1688,1.16732,1.16762,0
2025-08-19 13:00:00,1.16756,1.16784,1.16682,1.16764,0
2025-08-19 14:00:00,1.16764,1.16775,1.16642,1.16721,0
2025-08-19 15:00:00,1.16721,1.16754,1.16579,1.16584,0
2025-08-19 16:00:00,1.16587,1.16632,1.16546,1.16564,0
2025-08-19 17:00:00,1.16564,1.16608,1.1653,1.16549,0
2025-08-19 18:00:00,1.16547,1.16548,1.16425,1.16474,0
2025-08-19 19:00:00,1.16474,1.16482,1.16427,1.16468,0
2025-08-19 20:00:00,1.16466,1.16481,1.16449,1.16469,0
2025-08-19 21:00:00,1.1647,1.16531,1.16448,1.16473,0
2025-08-19 22:00:00,1.16472,1.16492,1.16448,1.16484,0
2025-08-19 23:00:00,1.16485,1.16487,1.1641,1.16415,0
